Longitude,Latitude,pH,Hardness,Solids,Conductivity,Turbidity
71.709309,29.381951,7.06128,68.33544,19202.8687,25298.13098,5.89218
71.649588,29.399359,7.76211,68.2928,8947.94626,6025.43029,7.75131
71.668401,29.345455,6.66888,93.58954,16417.25245,40433.62875,2.35101
71.688487,29.363851,10.68673,176.55238,13374.28263,12226.4301,47.69648
71.666648,29.368456,5.01297,130.45977,28921.44009,1233.80474,29.12401
71.717466,29.348314,7.3263,74.858,33068.72637,41104.57597,6.62459
71.758908,29.421523,7.25957,91.59336,32875.77022,2470.91343,4.58538
71.747673,29.376046,7.81813,107.39912,33449.53828,6554.72498,73.13439
71.733253,29.317485,7.1283,145.39996,35576.60506,8272.39203,21.84677
71.742476,29.346157,7.1275,107.98522,25830.8427,487.46158,4.60024
71.766408,29.395915,7.45681,88.39053,16015.44458,12586.96093,15.21787
71.759033,29.392813,7.61548,91.77652,12016.41738,133.88208,4.63772
71.716383,29.321394,6.9961,62.15196,3750.16943,36529.95092,0.61043
71.646249,29.362124,7.49231,85.35628,27525.26745,15719.10902,6.72646
71.718665,29.310944,7.9893,266.53358,19478.49764,27207.01628,9.78033
71.687798,29.425809,7.53179,116.27478,38562.85815,25707.89204,7.47762
71.616946,29.311719,6.79629,115.04874,8467.66661,51746.77092,8.47018
71.779531,29.282521,7.63602,114.11574,15365.80971,5330.4002,8.96967
71.767966,29.30579,7.24055,132.98052,20511.65206,9272.1299,1.38563
71.681336,29.290322,5.00855,46.37552,26378.19034,38.69644,4.42498
71.606896,29.430441,6.77333,99.13234,34453.97828,25317.90917,1.24096
71.693321,29.458963,6.52785,71.94359,741.42123,17198.63805,20.63166
71.722182,29.389806,7.67689,95.53785,5577.84565,444.12875,3.10479
71.760248,29.326051,7.1577,102.47412,19060.60473,4768.6244,21.56011
71.6551,29.421848,10.62509,81.25622,6282.49308,37218.75129,0.69106
71.636722,29.392241,6.53018,72.74373,34574.68665,18184.76947,17.09714
71.61754,29.339182,4.57531,86.38347,25255.96747,20591.64073,48.73659
71.737209,29.355425,7.80924,18.32797,15065.0996,27207.78187,39.86287
71.7327,29.392865,6.84092,106.40986,17344.17746,4456.20647,53.61712
71.658235,29.31717,6.96291,100.69945,16334.88841,34850.48738,2.23988
71.750791,29.299456,6.71774,128.54435,25426.94951,18223.97316,5.61844
71.672387,29.458981,7.01134,79.32617,19155.5337,18232.61714,2.34627
71.661618,29.283819,7.89579,64.09884,30018.23869,34066.55253,16.52356
71.631226,29.326074,5.80919,164.94832,24480.9869,6697.62811,9.34205
71.750051,29.45953,1.34903,130.67163,12226.35294,6458.23714,2.23882
71.764243,29.294319,7.72536,152.92316,38738.46959,20325.26278,9.65815
71.754676,29.376226,7.50292,78.68223,14449.24648,48526.14616,5.01502
71.668099,29.404892,7.98193,67.16348,8951.33209,35449.13186,24.78426
71.689256,29.406313,7.70713,107.74258,23104.95252,46534.80167,0.64015
71.714525,29.358069,4.5619,85.33252,7849.14637,43175.28237,4.27685
71.678593,29.320037,10.53981,177.39375,38151.51733,61.26632,23.52185
71.692359,29.338725,5.13665,136.43374,37828.16676,39979.3104,13.59454
71.734982,29.283902,7.44107,96.14545,31602.73402,866.93384,4.43408
71.652886,29.312175,7.22057,70.97286,20056.52866,28351.67985,18.67789
71.662188,29.339874,6.88571,61.49857,39673.65694,5728.56757,4.43665
71.742437,29.407365,6.76907,86.72065,12936.21002,45491.41243,16.84624
71.776715,29.346884,7.76461,130.82598,20907.75699,33.48112,9.58259
71.667868,29.308011,6.77734,69.54328,23355.40636,26264.73722,23.40344
71.654816,29.363642,7.22628,144.19106,13465.96436,35100.66881,22.01005
71.720221,29.404535,7.93719,80.31499,14227.22104,377.67106,4.08744
71.655141,29.398494,7.1451,117.49856,19642.51348,18.05774,1.29194
71.674308,29.280032,6.5647,102.5932,32534.76766,18.5917,2.85396
71.632934,29.427062,9.11866,73.69852,22726.8948,20748.60406,6.33206
71.620015,29.427726,10.63883,107.53456,795.47336,9500.99955,1.05574
71.763083,29.441865,6.5208,98.94735,31608.26178,32.53245,6.33524
71.763496,29.354744,7.11685,74.29502,23262.96615,32399.84083,4.85062
71.741895,29.280854,7.57069,85.56794,17493.00182,38698.91639,1.04977
71.772346,29.313912,7.27937,136.52796,26964.78513,18594.18629,9.16896
71.715306,29.317595,7.92173,164.47313,38633.69945,11.17013,9.33588
71.685978,29.280191,6.6372,73.19548,23466.8734,20913.95559,2.68044
71.665503,29.278973,6.69976,63.07467,16578.38394,3831.43339,2.89561
71.644414,29.430934,5.28294,103.70865,30283.48456,13742.06389,67.82691
71.676177,29.438645,7.50528,174.17187,30872.34621,27122.02107,1.46273
71.702758,29.314378,9.4608,86.54445,144.12402,16257.47961,2.47403
71.683316,29.261383,7.38657,106.75243,25905.61204,26.67774,36.8434
71.64139,29.392189,7.76817,110.94553,16555.01182,978.46868,9.53793
71.704578,29.320615,7.12235,92.63049,34044.62768,2129.81588,9.9848
71.638553,29.397732,3.83253,104.18318,1406.55677,10865.54382,3.15106
71.637453,29.370425,6.76398,153.37694,33231.26976,2995.68151,31.99281
71.678151,29.272601,7.43782,90.32999,24620.63234,30114.81575,2.4715
71.714364,29.358311,5.02433,85.25209,8779.25307,1243.67461,19.57482
71.708402,29.284931,7.51865,70.91764,38028.81814,25991.44854,3.207
71.632399,29.408911,7.8478,174.42774,20627.41543,46426.46465,3.2866
71.774724,29.304332,7.84107,129.75067,39109.96296,24419.04921,6.7196
71.772457,29.442558,6.61105,113.87677,4742.6678,6299.82728,3.63967
71.729064,29.442407,7.31827,82.25775,14690.69034,1283.07492,1.5831
71.655651,29.388603,7.16227,82.36268,17211.53696,14436.56897,9.77118
71.615789,29.441005,7.93567,16.93369,3167.91694,41462.50766,0.70925
71.606723,29.342154,6.61482,75.96179,15184.98988,27716.28169,23.57482
71.749597,29.297902,0.56379,89.6914,7542.32794,30568.46589,1.97706
71.733242,29.422414,7.49679,10.1801,31747.85188,25283.1007,5.85673
71.687147,29.458497,7.64683,61.62921,23412.38513,49428.56982,0.82814
71.658879,29.395853,7.44987,64.67039,37036.13447,31.43478,3.53993
71.695717,29.307209,10.37631,106.90968,23869.6855,23392.09838,7.46256
71.669497,29.286816,7.0633,94.49519,8467.74056,6748.08265,0.66619
71.748598,29.440654,6.9875,143.60198,34519.74399,30120.54851,19.86109
71.688951,29.384992,7.7786,136.68853,31549.21121,13851.42642,3.43385
71.753485,29.371986,7.99898,166.97908,31024.5117,20652.12976,17.80941
71.697168,29.385541,6.65278,263.55667,22807.31672,1629.59227,47.90785
71.660396,29.448146,7.66369,164.59066,37716.20663,24218.19683,13.34783
71.680428,29.352324,7.50867,68.70456,6285.51778,44726.06638,2.44564
71.703343,29.339094,7.22656,127.95713,31257.4812,210.17747,6.62693
71.740534,29.272111,7.6769,133.74842,611.26964,723.4542,4.85844
71.612551,29.350765,4.67134,85.09755,38486.75535,39.27665,2.86837
71.674414,29.273104,6.7848,110.81887,19647.1019,51756.25066,34.28843
71.660401,29.343486,7.33153,79.12478,11845.04057,37235.48328,1.27757
71.667798,29.404813,5.96236,162.31537,19550.17724,51588.10173,3.74933
71.606948,29.299385,5.92546,92.31011,12526.57994,29747.63468,80.01586
71.622601,29.330882,5.70265,155.58608,11529.48813,44743.5911,2.59235
71.656524,29.287114,7.25449,122.5991,37911.9847,51348.7874,5.61813
71.758523,29.341859,6.80817,143.0722,37609.81323,53056.37362,8.26984
71.668914,29.363512,7.22588,116.0143,20595.04667,0.64968,17.28978
71.777462,29.358716,6.07147,93.03605,39706.32017,17693.28577,5.63503
71.717892,29.34006,7.85125,68.03377,34273.2121,2605.06537,4.91871
71.67298,29.368036,7.70026,98.5447,32997.07961,3803.01973,63.17471
71.741447,29.407952,9.61116,70.47044,18585.95106,16271.90645,4.56453
71.657523,29.336008,7.30707,129.22714,86.18376,46229.85746,5.73285
71.744449,29.261345,6.78493,91.65842,30281.92443,20760.72516,5.29585
71.704128,29.274366,5.71017,158.2359,29025.16434,3015.77021,6.29876
71.698539,29.356594,4.71893,6.74312,10521.20736,1246.06806,3.54302
71.677573,29.386006,7.6366,82.57378,15600.46081,33637.52059,23.64376
71.614702,29.27289,7.817,107.26946,12900.50444,152.63074,23.6897
71.712816,29.310454,7.5788,97.54123,35350.13533,30611.91571,48.9663
71.60815,29.434516,6.52879,94.09371,227.08197,221.14021,9.50385
71.638499,29.300838,8.70508,69.28869,6270.76431,22785.08586,6.44347
71.678708,29.373932,6.8147,160.12032,28228.22098,20178.14414,6.20577
71.61441,29.262896,7.78439,113.14203,14502.86178,13175.79741,16.37749
71.666477,29.289492,4.14602,51.11658,19763.94458,8.97684,2.06359
71.754606,29.337304,6.16469,126.84894,11693.52927,15721.01299,0.33492
71.638824,29.391568,7.80734,83.40529,26951.34421,31646.47796,0.26273
71.707857,29.438241,7.62534,97.02375,31255.79813,48747.53931,31.77359
71.612116,29.454858,10.71058,73.53025,9569.45206,51914.9716,9.87555
71.663685,29.416732,13.84195,91.12835,38622.91252,13178.60701,8.9587
71.712444,29.36151,7.96238,107.33467,23042.49694,36828.95416,1.7813
71.744142,29.284547,6.65386,42.1645,10097.23823,29214.38414,5.45389
71.617198,29.386764,7.61884,86.20624,21750.07954,28947.61799,7.89935
71.668518,29.288439,6.99007,85.63656,36471.88043,10618.50607,9.77252
71.657313,29.450685,9.78197,82.16619,30924.41724,17641.3436,13.82497
71.612807,29.421668,6.26051,47.27192,1097.76415,22556.74943,12.9487
71.724521,29.285297,6.69969,108.28935,24435.53558,23669.23578,1.98118
71.621217,29.345239,7.60553,111.55184,10937.6613,25269.37352,15.05993
71.629138,29.370869,7.72852,159.49347,35458.86899,14188.9992,1.18558
71.632466,29.330937,4.67521,6.77176,29700.64178,1496.70862,5.719
71.628773,29.451782,7.09363,97.20546,38393.3453,33533.0286,4.56838
71.737054,29.288049,7.6752,74.98087,31515.68812,4037.72801,5.93545
71.660607,29.392312,6.65818,168.04465,9608.10919,17012.49176,1.43392
71.678978,29.385821,12.79764,116.79769,12480.11958,15783.78916,5.24583
71.634832,29.305881,7.75966,71.49693,31687.28337,34074.49256,9.57706
71.727095,29.310556,6.53123,140.40321,17234.19481,640.56061,20.28666
71.601736,29.4429,6.83949,77.77543,8832.43359,993.96423,5.67373
71.607225,29.418371,7.42816,70.21052,29235.01345,41463.05374,7.20261
71.686637,29.293775,6.61842,96.73331,39863.90037,345.43591,30.64889
71.656966,29.440033,7.7282,82.32509,23385.63989,14783.58075,16.83113
71.718751,29.457969,7.89594,62.45897,30163.0699,15037.47033,4.96809
71.664045,29.307916,7.07532,130.37319,29678.39653,8473.7537,9.52592
71.710388,29.329508,6.51114,149.92992,19347.72138,10983.25399,9.67618
71.612829,29.38626,7.08569,79.9075,31957.52507,44938.46915,7.57756
71.696441,29.324108,7.42755,66.52355,32612.34685,248.73632,8.78711
71.664181,29.282107,6.54531,114.03229,31711.1575,17491.26859,9.49138
71.601537,29.456805,4.20625,167.46232,13022.38846,28017.21089,23.91837
71.630623,29.418156,6.75256,116.23431,35417.94718,36004.73781,0.45519
71.643542,29.274842,6.53204,71.0772,15642.82342,257.34798,8.0079
71.647641,29.385243,8.06575,41.33753,13550.17881,40551.37418,6.30144
71.647523,29.260212,7.20341,94.83535,12872.19275,7527.53812,2.30869
71.701713,29.305996,7.34554,84.30526,5030.03994,13838.84491,43.70876
71.77885,29.320951,7.13284,96.90098,18957.53222,54258.88556,4.74041
71.688295,29.299589,7.53257,141.93947,13848.66526,32917.90668,7.24772
71.611358,29.353554,7.15699,87.12572,23361.35515,29.38865,0.84576
71.63975,29.283354,8.82852,69.65062,23205.64685,9301.65689,3.5873
71.77432,29.394333,7.70004,224.35247,7114.64421,27817.89252,5.22353
71.672223,29.407237,7.67351,118.76121,28756.9626,27894.4366,15.39135
71.725112,29.295473,6.76033,65.61272,31647.56024,40.85522,4.2695
71.616225,29.292891,7.84885,173.06334,25865.43719,34921.24359,28.51477
71.61276,29.319487,7.4976,75.08047,25861.03781,54528.18683,45.82421
71.703405,29.303796,7.48653,87.92743,25049.98413,45312.71656,5.08519
71.685047,29.273644,9.78057,84.13549,5651.04298,5783.5345,1.48451
71.779451,29.321797,7.33003,138.96662,25905.61148,52012.27987,4.84133
71.733922,29.275644,4.45481,69.96264,16362.41059,18266.10955,21.99984
71.631449,29.290206,7.81627,76.63512,35616.25693,3358.69862,2.73295
71.759698,29.283349,2.93305,127.29645,38338.40592,8628.54918,5.57531
71.765782,29.450403,7.24452,118.02528,29821.04042,2172.95653,9.37343
71.620689,29.3709,8.0721,147.51882,186.81261,34.32765,9.774
71.673121,29.371984,6.55798,90.49839,30198.82277,83.66977,14.55876
71.747199,29.37134,6.98854,192.05494,39603.75934,3338.83173,27.02018
71.671327,29.356083,6.79905,108.80307,24165.09939,22480.3167,4.87722
71.60542,29.304281,7.45755,111.93036,21512.05545,43894.48421,8.00961
71.705222,29.450038,13.01002,126.34704,34392.35304,1325.98195,9.54794
71.662538,29.420212,6.64782,40.87078,36123.02249,10824.9658,22.24385
71.674075,29.354955,7.55408,63.75759,38617.28963,23227.3969,11.17268
71.653302,29.379321,7.89401,76.06644,29338.81764,28202.07312,7.83209
71.768561,29.279877,7.53444,94.90084,4046.45762,4408.49505,4.81784
71.609399,29.42899,7.96543,26.37722,35934.90619,35973.28343,4.39574
71.600023,29.263403,0.34116,73.44875,28111.66836,9376.59257,9.80205
71.667421,29.378772,7.29981,106.45987,23512.65573,4444.86898,17.00555
71.743468,29.303452,9.84704,168.96547,36335.13207,447.42862,1.67994
71.778996,29.289519,5.82417,114.07961,28927.98952,2401.23117,20.38247
71.613471,29.413699,6.63401,63.29159,12738.83083,33096.08414,4.86691
71.634359,29.443794,7.50085,74.96328,15893.4569,21919.99016,58.61983
71.743991,29.405054,7.34214,68.81788,12681.30475,50760.67646,12.43405
71.710672,29.311088,7.75635,176.60534,38628.32984,9531.45987,9.93177
71.743274,29.28392,7.12565,106.62458,4126.73382,559.54345,23.73319
71.740093,29.387988,7.17986,133.14556,36244.36237,6420.02153,2.17063
71.668895,29.458374,5.72641,85.2315,34288.94935,30062.06051,1.56743
71.644557,29.359158,8.61617,79.90588,28050.15139,45123.78666,16.91565
71.735005,29.277536,7.16038,101.08164,10269.20513,7907.75645,5.08057
71.746883,29.443038,7.9653,119.863,21848.84133,48594.7301,4.82255
71.722702,29.330681,6.91623,132.57558,39058.94117,15772.42019,94.97737
71.779253,29.363517,6.63177,104.61771,11641.81451,404.60618,5.36645
71.770431,29.406943,6.52785,78.56465,34213.44104,661.25822,243.8236
71.726446,29.302029,7.40973,210.56449,15179.44632,11787.08138,0.14083
71.632691,29.37602,7.16535,105.54602,34577.06787,23585.83631,7.27549
71.618004,29.421839,7.34011,60.9332,12978.55151,46529.16522,1.68282
71.66612,29.272155,5.37175,76.68383,27742.68544,22341.21862,0.57285
71.748498,29.345099,6.70578,112.39238,31973.44891,4011.86248,6.53529
71.648669,29.385524,6.2867,74.01161,31810.44239,34560.52126,34.26386
71.759548,29.277432,6.52214,73.18123,7140.36296,46442.76015,5.4948
71.697229,29.262315,7.61033,106.54098,1580.28547,38686.01071,14.64746
71.677269,29.267178,7.31792,138.89561,21830.85072,34474.22246,4.69465
71.754348,29.404105,5.26205,85.36311,36543.57292,38268.29163,0.88921
71.662572,29.392669,6.64221,160.84082,36802.82227,34.74954,1.3781
71.761027,29.440757,8.42161,74.82186,32077.91912,233.45827,40.79088
71.739578,29.456666,7.48445,24.7134,18412.63801,33060.4376,31.99551
71.642853,29.32209,6.57805,88.21636,32939.48433,249.62814,20.35734
71.695446,29.395124,6.84806,124.1141,16221.40705,2000.8779,12.76806
71.698539,29.362376,7.74255,141.62422,19200.46446,2420.98669,7.96137
71.672977,29.407698,7.42992,99.07674,26914.87615,226.84751,17.99171
71.737737,29.413372,2.21631,88.27172,11575.24133,5645.33561,8.10125
71.745144,29.431852,7.58957,80.39271,2230.23427,471.6983,9.18013
71.733337,29.390584,7.59413,168.70887,5148.829,8.12602,1.09338
71.744465,29.44007,6.79973,130.1377,29091.81854,357.16792,9.86491
71.702755,29.344073,7.53481,112.37281,31254.02502,375.59533,4.28803
71.6549,29.44229,5.04885,86.48015,39348.17947,18.60932,10.43171
71.611004,29.444854,6.71124,143.82153,6104.29725,54231.81781,7.95186
71.67702,29.349618,10.59134,90.08282,11253.5712,13407.37035,8.71001
71.604781,29.383298,6.65725,8.42181,28165.86188,45457.08827,8.28204
71.718983,29.373678,6.93251,160.32791,14306.2936,11453.91801,16.41836
71.606256,29.309086,4.15168,62.03209,17071.44138,15205.1006,19.53241
71.77093,29.292446,7.61919,74.01454,748.10943,3074.21146,24.60072
71.634103,29.416357,7.43574,122.6306,8589.05775,21053.82405,30.05222
71.705152,29.290213,7.14114,60.64811,6199.27756,712.37314,0.88467
71.610263,29.323517,6.21032,69.26543,19730.00677,54330.41694,4.27058
71.775416,29.366268,8.32371,106.5618,21622.97155,40321.99862,4.93242
71.618137,29.447668,7.1424,118.36204,38030.15987,6656.6973,2.05377
71.601932,29.374179,6.70532,170.17915,33950.6396,6675.74349,3.06021
71.702235,29.421106,7.23881,96.97727,22390.61146,1910.64522,0.55392
71.689749,29.428588,7.79751,178.82227,2674.13861,30424.41535,5.13833
71.623174,29.327039,6.9524,150.74302,32112.13426,1295.77409,15.13271
71.754858,29.364081,7.00662,74.8961,18027.67382,31.88369,35.51683
71.72123,29.288651,7.52742,88.67535,8355.71811,38360.28538,6.84018
71.654402,29.409404,7.11693,110.30874,15427.45362,11060.59766,15.47225
71.621763,29.340826,6.63864,83.83385,13999.2411,671.6656,23.244
71.646169,29.321262,7.37141,65.46701,26795.96591,6764.83025,2.83353
71.698974,29.348396,7.16327,69.33404,24024.39967,41570.67021,4.96684
71.713154,29.279842,6.70259,102.52143,32243.93333,8311.32533,7.26438
71.608442,29.429176,10.21147,146.48347,33930.18322,4008.85871,7.46353
71.664062,29.291582,7.46453,79.11072,39855.73719,42611.42208,8.88142
71.772358,29.361508,6.79267,89.07876,20731.82406,20846.79536,13.064
71.771452,29.414979,6.90846,91.61234,28057.95635,24113.49897,3.86582
71.661132,29.27395,7.59553,61.55278,36455.03432,6215.42849,4.00917
71.760896,29.288183,6.66312,93.55143,25284.51274,33134.70151,5.08743
71.680405,29.310479,7.17762,77.15978,37806.6272,3873.69061,1.27755
71.610199,29.400167,7.09702,107.73013,16442.33102,8405.56784,4.22792
71.656051,29.307936,6.73268,98.28664,25225.72836,14246.58759,1.16821
71.654562,29.383216,9.40889,86.29034,16039.2481,42639.31665,8.96877
71.705313,29.448547,5.21718,131.60368,36224.77486,54270.57283,14.02687
71.656054,29.290438,12.71879,112.24188,7646.82824,22425.86533,37.81368
71.604785,29.330612,7.82426,74.77252,14027.09488,35016.69652,45.77957
71.725518,29.293576,6.82917,113.36097,25027.37007,23361.82728,9.07081
71.733146,29.341736,4.30169,66.26989,21105.27567,15996.49286,13.1501
71.680945,29.318668,7.22403,172.20306,39310.89334,18.46553,0.29188
71.618983,29.332028,6.80273,85.27245,29884.94474,41907.00675,9.40472
71.621566,29.377943,4.24147,107.15504,34282.16396,48536.86801,21.54025
71.649095,29.429593,5.91707,157.38688,20851.05673,33.76892,10.00813
71.651863,29.396161,9.40689,89.5019,5515.11308,8841.93921,0.60053
71.731296,29.338744,10.30677,173.83963,39185.47715,4036.6216,1.84887
71.60977,29.381391,4.29869,159.42125,11775.06453,146.74993,16.22512
71.635862,29.42355,6.83791,112.50087,30491.93378,6385.21972,8.60564
71.756074,29.323532,7.58684,51.01796,37534.26835,33251.51294,6.5315
71.611708,29.414982,7.09804,178.19972,1299.00714,447.42455,20.08608
71.777452,29.285174,7.70794,106.0991,33898.01818,5926.19282,2.73094
71.65924,29.432345,7.25177,61.85293,21027.29248,50699.46307,8.6066
71.643313,29.368281,6.85347,86.17299,30434.00882,35914.08456,2.98792
71.779587,29.284025,7.96349,104.40562,34480.56578,49535.46957,2.09935
71.659513,29.355845,9.14379,163.69967,39747.88984,39351.18832,8.47379
71.758337,29.289914,5.24839,99.54135,5615.4182,25077.32696,14.81445
71.647705,29.379062,7.82262,112.35881,36987.61385,14588.39975,40.50937
71.696402,29.413681,7.4526,254.70967,23759.48963,35177.57837,18.31297
71.744799,29.371652,7.80815,110.208,4597.52049,1.09513,3.53924
71.660999,29.454584,8.39463,65.95807,30250.57188,17359.96429,11.95424
71.663938,29.272792,4.50306,155.93621,2769.42955,60.96853,4.37306
71.779507,29.384061,7.87853,40.66694,25740.35346,22396.87407,6.94434
71.727043,29.443992,1.36562,110.76682,13239.93752,41552.22282,1.53981
71.73742,29.336077,6.9425,84.51764,14967.23628,10485.26902,4.24671
71.690524,29.328262,7.28325,94.39485,33993.20357,29868.89817,83.9439
71.731428,29.415953,7.36058,71.95769,39548.63048,17.283,2.81716
71.737242,29.397718,7.42694,47.6183,35366.15191,10658.93195,3.38097
71.7691,29.348939,7.03644,176.90237,15855.6277,52979.28106,17.27308
71.758682,29.454021,7.60004,156.46972,29970.65632,16.60621,9.53838
71.619503,29.303878,7.55594,91.21947,27035.92033,280.41162,4.24965
71.653929,29.290613,10.3662,64.57295,39161.96828,40151.12197,0.68396
71.72347,29.317281,7.62246,53.87653,11661.51777,7755.49571,6.35032
71.69979,29.399612,5.20144,72.2558,11004.32978,7917.39038,6.40263
71.714783,29.262609,7.11911,164.25094,2132.48867,5920.71995,7.47217
71.621178,29.41352,7.63,151.91832,21891.75717,47023.82711,1.98904
71.749868,29.268951,7.73052,77.14928,31703.46436,3237.641,34.48061
71.66729,29.4599,7.26764,2.55068,22495.94907,32588.38346,21.53234
71.705451,29.281002,6.52761,58.26358,17295.147,13551.95583,12.39898
71.703194,29.428927,6.56502,123.08941,19166.86499,17433.10196,19.72282
71.65162,29.279205,10.34976,63.46677,12816.55754,5760.8389,8.35893
71.67153,29.427915,7.05151,38.31061,32129.03942,782.87462,6.42635
71.736178,29.272483,6.99257,152.25274,15709.8686,5328.6029,9.00285
71.699975,29.366268,4.60428,119.10566,30788.68813,45764.80971,1.30506
71.767046,29.285139,6.76885,14.72712,4781.86701,3887.76278,15.86217
71.64303,29.406055,6.99021,71.35103,22247.1194,755.26834,6.66945
71.732526,29.327493,6.83549,153.90087,7035.26498,11423.9103,48.74936
71.65219,29.459904,8.71626,167.17585,28258.57749,532.40628,19.00065
71.640974,29.390894,6.706,103.92655,15696.46967,10480.75473,27.37048
71.759636,29.293325,7.02933,67.24409,22610.78349,555.50025,1.13303
71.631601,29.342376,7.56691,148.47555,24667.36713,9015.65312,46.66252
71.625647,29.301971,8.82765,65.58855,19928.52146,45736.16701,17.49961
71.648871,29.264479,7.60086,103.63106,27221.64482,2656.74882,0.32111
71.613708,29.340565,7.54085,63.21416,9551.26178,51922.23551,6.56191
71.629956,29.369307,10.39267,75.64216,32272.05601,33051.81484,22.42236
71.641094,29.333488,0.40582,154.79979,23761.12947,4996.69831,7.19256
71.722673,29.377195,6.53642,63.73301,38660.58074,35888.06363,5.07901
71.672288,29.363119,6.67741,64.81902,21930.03328,37588.68994,5.31448
71.713788,29.388895,7.42398,77.38951,22587.90401,3931.53966,76.79998
71.756958,29.44385,7.04682,112.4574,8189.75231,44709.16364,5.57225
71.742804,29.374119,7.6734,127.18338,7478.10696,29421.50081,3.04232
71.755691,29.449554,7.87496,76.33968,25094.19129,13178.65526,1.54596
71.698446,29.281376,7.58802,117.51177,10918.69891,18220.15272,0.82503
71.629183,29.430928,7.91019,109.48093,35525.00809,38385.35895,16.21969
71.740561,29.412309,6.589,173.6978,35859.7099,46405.53133,19.90018
